"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Gross domestic product (GDP) at basic prices, by industry, provinces and territories","36100402","379-0030","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040201",1;2;60;63;64;77;85,"CURRENT - a cube available to the public and that is current","Annual","1997-01-01","2020-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",,""
"2","Value",,""
"3","North American Industry Classification System (NAICS)",85;93;110,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"3","Communication engineering construction","[23C4]","54","50","",20,
"3","Other engineering construction","[23C5]","55","50","",20,
"3","Repair construction","[23D]","56","47","",20,
"3","Other activities of the construction industry","[23E]","57","310","",20,
"3","Manufacturing","[31-33]","58","1","",,
"3","Food manufacturing","[311]","59","58","",,
"3","Animal food manufacturing","[3111]","60","59","",,
"3","Sugar and confectionery product manufacturing","[3113]","61","59","",,
"3","Fruit and vegetable preserving and specialty food manufacturing","[3114]","62","59","",,
"3","Dairy product manufacturing","[3115]","63","59","",,
"3","Meat product manufacturing","[3116]","64","59","",,
"3","Seafood product preparation and packaging","[3117]","65","59","",,
"3","Miscellaneous food manufacturing","[311A]","66","59","",21,
"3","Grain and oilseed milling","[3112]","67","66","",,
"3","Bakeries and tortilla manufacturing","[3118]","68","66","",,
"3","Other food manufacturing","[3119]","69","66","",,
"3","Beverage and tobacco product manufacturing","[312]","70","58","",,
"3","Soft drink and ice manufacturing","[31211]","71","70","",,
"3","Breweries","[31212]","72","70","",,
"3","Wineries and distilleries","[3121A]","73","70","",22,
"3","Tobacco manufacturing","[3122]","74","70","",110,
"3","Textile and textile product mills","[31A]","75","58","",23,
"3","Clothing and leather and allied product manufacturing","[31B]","76","58","",24,
"3","Wood product manufacturing","[321]","77","58","",,
"3","Sawmills and wood preservation","[3211]","78","77","",,
"3","Veneer, plywood and engineered wood product manufacturing","[3212]","79","77","",,
"3","Other wood product manufacturing","[3219]","80","77","",,
"3","Paper manufacturing","[322]","81","58","",,
"3","Pulp, paper and paperboard mills","[3221]","82","81","",,
"3","Converted paper product manufacturing","[3222]","83","81","",,
"3","Printing and related support activities","[323]","84","58","",,
"3","Petroleum and coal product manufacturing","[324]","85","58","",,
"3","Petroleum refineries","[32411]","86","85","",,
"3","Petroleum and coal product manufacturing (except petroleum refineries)","[3241A]","87","85","",25,
"3","Chemical manufacturing","[325]","88","58","",,
"3","Basic chemical manufacturing","[3251]","89","88","",,
"3","Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing","[3252]","90","88","",,
"3","Pesticide, fertilizer and other agricultural chemical manufacturing","[3253]","91","88","",,
"3","Pharmaceutical and medicine manufacturing","[3254]","92","88","",,
"3","Miscellaneous chemical product manufacturing","[325A]","93","88","",26,
"3","Paint, coating and adhesive manufacturing","[3255]","94","93","",,
"3","Soap, cleaning compound and toilet preparation manufacturing","[3256]","95","93","",,
"3","Other chemical product manufacturing","[3259]","96","93","",,
"3","Plastics and rubber products manufacturing","[326]","97","58","",,
"3","Plastic product manufacturing","[3261]","98","97","",,
"3","Rubber product manufacturing","[3262]","99","97","",,
"3","Non-metallic mineral product manufacturing","[327]","100","58","",,
"3","Cement and concrete product manufacturing","[3273]","101","100","",,
"3","Non-metallic mineral product manufacturing (except cement and concrete products)","[327A]","102","100","",27,
"3","Primary metal manufacturing","[331]","103","58","",,
"3","Iron and steel mills and ferro-alloy manufacturing","[3311]","104","103","",,
"3","Steel product manufacturing from purchased steel","[3312]","105","103","",,
"3","Alumina and aluminum production and processing","[3313]","106","103","",,
"3","Non-ferrous metal (except aluminum) production and processing","[3314]","107","103","",,
"3","Foundries","[3315]","108","103","",,
"3","Fabricated metal product manufacturing","[332]","109","58","",,
"3","Forging and stamping","[3321]","110","109","",,
"3","Architectural and structural metals manufacturing","[3323]","111","109","",,
"3","Boiler, tank and shipping container manufacturing","[3324]","112","109","",,
"3","Hardware manufacturing","[3325]","113","109","",,
"3","Spring and wire product manufacturing","[3326]","114","109","",,
"3","Machine shops, turned product, and screw, nut and bolt manufacturing","[3327]","115","109","",,
"3","Coating, engraving, cold and heat treating and allied activities","[3328]","116","109","",,
"3","Cutlery, hand tools and other fabricated metal product manufacturing","[332A]","117","109","",28,
"3","Machinery manufacturing","[333]","118","58","",,
"3","Agricultural, construction and mining machinery manufacturing","[3331]","119","118","",,
"3","Industrial, commercial and service industry machinery manufacturing","[333A]","120","118","",29,
"3","Industrial machinery manufacturing","[3332]","121","120","",,
"3","Commercial and service industry machinery manufacturing","[3333]","122","120","",,
"3","Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing","[3334]","123","118","",,
"3","Metalworking machinery manufacturing","[3335]","124","118","",,
"3","Engine, turbine and power transmission equipment manufacturing","[3336]","125","118","",,
"3","Other general-purpose machinery manufacturing","[3339]","126","118","",,
"3","Computer and electronic product manufacturing","[334]","127","58","",,
"3","Computer and peripheral equipment manufacturing","[3341]","128","127","",,
"3","Communications equipment manufacturing","[3342]","129","127","",,
"3","Semiconductor and other electronic component manufacturing","[3344]","130","127","",,
"3","Other electronic product manufacturing","[334A]","131","127","",30,
"3","Electrical equipment, appliance and component manufacturing","[335]","132","58","",,
"3","Electric lighting equipment manufacturing","[3351]","133","132","",,
"3","Household appliance manufacturing","[3352]","134","132","",,
"3","Electrical equipment manufacturing","[3353]","135","132","",,
"3","Other electrical equipment and component manufacturing","[3359]","136","132","",,
"3","Transportation equipment manufacturing","[336]","137","58","",,
"3","Motor vehicle manufacturing","[3361]","138","312","",,
"3","Automobile and light-duty motor vehicle manufacturing","[33611]","139","138","",,
"3","Heavy-duty truck manufacturing","[33612]","140","138","",,
"3","Motor vehicle body and trailer manufacturing","[3362]","141","312","",,
"3","Motor vehicle parts manufacturing","[3363]","142","312","",,
"3","Motor vehicle gasoline engine and engine parts manufacturing","[33631]","143","142","",,
"3","Motor vehicle electrical and electronic equipment manufacturing","[33632]","144","142","",,
"3","Motor vehicle steering and suspension components (except spring) manufacturing","[33633]","145","142","",,
"3","Motor vehicle brake system manufacturing","[33634]","146","142","",,
"3","Motor vehicle transmission and power train parts manufacturing","[33635]","147","142","",,
"3","Motor vehicle seating and interior trim manufacturing","[33636]","148","142","",,
"3","Motor vehicle metal stamping","[33637]","149","142","",,
"3","Other motor vehicle parts manufacturing","[33639]","150","142","",,
"3","Aerospace product and parts manufacturing","[3364]","151","137","",,
"3","Railroad rolling stock manufacturing","[3365]","152","137","",,
"3","Ship and boat building","[3366]","153","137","",,
"3","Other transportation equipment manufacturing","[3369]","154","137","",,
"3","Furniture and related product manufacturing","[337]","155","58","",,
"3","Household and institutional furniture and kitchen cabinet manufacturing","[3371]","156","155","",,
"3","Office furniture (including fixtures) manufacturing","[3372]","157","155","",,
"3","Other furniture-related product manufacturing","[3379]","158","155","",,
"3","Miscellaneous manufacturing","[339]","159","58","",,
"3","Medical equipment and supplies manufacturing","[3391]","160","159","",,
"3","Other miscellaneous manufacturing","[3399]","161","159","",,
"3","Wholesale trade","[41]","162","1","",,
"3","Farm product merchant wholesalers","[411]","163","162","",,
"3","Petroleum and petroleum products merchant wholesalers","[412]","164","162","",,
"3","Food, beverage and tobacco merchant wholesalers","[413]","165","162","",,
"3","Personal and household goods merchant wholesalers","[414]","166","162","",,
"3","Motor vehicle and motor vehicle parts and accessories merchant wholesalers","[415]","167","162","",,
"3","Building material and supplies merchant wholesalers","[416]","168","162","",,
"3","Machinery, equipment and supplies merchant wholesalers","[417]","169","162","",,
"3","Miscellaneous merchant wholesalers","[418]","170","162","",,
"3","Business-to-business electronic markets, and agents and brokers","[419]","171","162","",,
"3","Retail trade","[44-45]","172","1","",,
"3","Motor vehicle and parts dealers","[441]","173","172","",,
"3","Furniture and home furnishings stores","[442]","174","172","",,
"3","Electronics and appliance stores","[443]","175","172","",,
"3","Building material and garden equipment and supplies dealers","[444]","176","172","",,
"3","Food and beverage stores","[445]","177","172","",,
"3","Health and personal care stores","[446]","178","172","",,
"3","Gasoline stations","[447]","179","172","",,
"3","Clothing and clothing accessories stores","[448]","180","172","",,
"3","Sporting goods, hobby, book and music stores","[451]","181","172","",,
"3","General merchandise stores","[452]","182","172","",,
"3","Miscellaneous store retailers","[453]","183","172","",,
"3","Non-store retailers","[454]","184","172","",,
"3","Transportation and warehousing","[48-49]","185","1","",,
"3","Air transportation","[481]","186","185","",,
"3","Rail transportation","[482]","187","185","",,
"3","Water transportation","[483]","188","185","",,
"3","Truck transportation","[484]","189","185","",,
"3","Transit, ground passenger and scenic and sightseeing transportation","[48Z]","190","185","",31,
"3","Urban transit systems","[4851]","191","190","",,
"3","Taxi and limousine service","[4853]","192","190","",,
"3","Other transit and ground passenger transportation and scenic and sightseeing transportation","[48A]","193","190","",32,
"3","Support activities for transportation","[488]","194","185","",,
"3","Pipeline transportation","[486]","195","185","",,
"3","Pipeline transportation of natural gas","[4862]","196","195","",,
"3","Crude oil and other pipeline transportation","[486A]","197","195","",33,
"3","Postal service, couriers and messengers","[49A]","198","185","",34,
"3","Postal service","[491]","199","198","",,
"3","Couriers and messengers","[492]","200","198","",,
"3","Warehousing and storage","[493]","201","185","",,
"3","Information and cultural industries","[51]","202","1","",,
"3","Publishing industries","[511]","203","202","",,
"3","Newspaper publishers","[51111]","204","313","",,
"3","Periodical, book and directory publishers","[5111A]","205","313","",35,
"3","Software publishers","[5112]","206","203","",,
"3","Motion picture and sound recording industries","[512]","207","202","",,
"3","Motion picture and video exhibition","[51213]","208","207","",,
"3","Motion picture and video industries (except exhibition)","[5121A]","209","207","",36;66,
"3","Sound recording industries","[5122]","210","207","",,
"3","Broadcasting (except Internet)","[515]","211","202","",,
"3","Radio and television broadcasting","[5151]","212","211","",,
"3","Pay and specialty television","[5152]","213","211","",,
"3","Telecommunications","[517]","214","202","",,
"3","Data processing, hosting, and related services","[518]","215","202","",,
"3","Other information services","[519]","216","202","",,
"3","Finance and insurance","[52]","217","1","",,
"3","Depository credit intermediation and monetary authorities","[52B]","218","217","",37,
"3","Monetary authorities - central bank","[521]","219","315","",,
"3","Local credit unions","[52213]","220","317","",,
"3","Banking and other depository credit intermediation","[5221A]","221","317","",38,
"3","Non-depository credit intermediation","[5222]","222","318","",,
"3","Activities related to credit intermediation","[5223]","223","318","",,
"3","Insurance carriers and related activities","[524]","224","315","",,
"3","Insurance carriers","[5241]","225","224","",,
"3","Agencies, brokerages and other insurance related activities","[5242]","226","224","",,
"3","Financial investment services, funds and other financial vehicles","[52A]","227","315","",39,
"3","Real estate and rental and leasing","[53]","228","1","",,
"3","Real estate","[531]","229","228","",,
"3","Lessors of real estate","[5311]","230","229","",,
"3","Owner-occupied dwellings","[5311A]","231","229","",109,
"3","Offices of real estate agents and brokers and activities related to real estate","[531A]","232","229","",42,
"3","Rental and leasing services","[532]","233","228","",,
"3","Automotive equipment rental and leasing","[5321]","234","233","",,
"3","Rental and leasing services (except automotive equipment)","[532A]","235","233","",43,
"3","Lessors of non-financial intangible assets (except copyrighted works)","[533]","236","228","",,
"3","Professional, scientific and technical services","[54]","237","1","",,
"3","Legal, accounting and related services","[541A]","238","237","",44,
"3","Legal services","[5411]","239","238","",,
"3","Accounting, tax preparation, bookkeeping and payroll services","[5412]","240","238","",,
"3","Architectural, engineering and related services","[5413]","241","237","",,
"3","Other professional, scientific and technical services including scientific research and development","[541B]","242","237","",45,
"3","Specialized design services","[5414]","243","242","",,
"3","Management, scientific and technical consulting services","[5416]","244","242","",,
"3","Scientific research and development services","[5417]","245","242","",,
"3","Other professional, scientific and technical services","[5419]","246","242","",,
"3","Computer systems design and related services","[5415]","247","237","",,
"3","Advertising, public relations, and related services","[5418]","248","237","",,
"3","Management of companies and enterprises","[55]","249","1","",,
"3","Administrative and support, waste management and remediation services","[56]","250","1","",,
"3","Administrative and support services","[561]","251","250","",,
"3","Office administrative services","[5611]","252","320","",,
"3","Employment services","[5613]","253","320","",,
"3","Business support services","[5614]","254","320","",,
"3","Travel arrangement and reservation services","[5615]","255","251","",,
"3","Investigation and security services","[5616]","256","251","",,
"3","Services to buildings and dwellings","[5617]","257","251","",,
"3","Facilities and other support services","[561A]","258","320","",46,
"3","Waste management and remediation services","[562]","259","250","",,
"3","Educational services","[61]","260","1","",,
"3","Universities","[6113]","261","260","",,
"3","Educational services (except universities)","[611B]","262","260","",47,
"3","Elementary and secondary schools","[6111]","263","262","",,
"3","Community colleges and C.E.G.E.P.s","[6112]","264","262","",,
"3","Other educational services","[611A]","265","262","",48,
"3","Health care and social assistance","[62]","266","1","",,
"3","Health care","[62X]","267","266","",49,
"3","Ambulatory health care services","[621]","268","267","",,
"3","Offices of physicians","[6211]","269","268","",,
"3","Offices of dentists","[6212]","270","268","",,
"3","Miscellaneous ambulatory health care services","[621A]","271","268","",50,
"3","Hospitals","[622]","272","267","",,
"3","Nursing and residential care facilities","[623]","273","267","",,
"3","Social assistance","[624]","274","266","",,
"3","Arts, entertainment and recreation","[71]","275","1","",,
"3","Performing arts, spectator sports and related industries, and heritage institutions","[71A]","276","275","",51,
"3","Amusement, gambling and recreation industries","[713]","277","275","",,
"3","Gambling industries","[7132]","278","277","",,
"3","Amusement and recreation industries","[713A]","279","277","",52,
"3","Accommodation and food services","[72]","280","1","",,
"3","Accommodation services","[721]","281","280","",,
"3","Traveller accommodation","[7211]","282","281","",,
"3","Recreational vehicle (RV) parks, recreational camps, and rooming and boarding houses","[721A]","283","281","",53,
"3","Food services and drinking places","[722]","284","280","",,
"3","Other services (except public administration)","[81]","285","1","",,
"3","Repair and maintenance","[811]","286","285","",,
"3","Automotive repair and maintenance","[8111]","287","286","",,
"3","Repair and maintenance (except automotive)","[811A]","288","286","",54,
"3","Personal services and private households","[81A]","289","285","",55,
"3","Personal and laundry services","[812]","290","289","",,
"3","Funeral services","[8122]","291","290","",,
"3","Dry cleaning and laundry services","[8123]","292","290","",,
"3","Personal care services and other personal services","[812A]","293","290","",56,
"3","Private households","[814]","294","289","",,
"3","Religious, grant-making, civic, and professional and similar organizations","[813]","295","285","",,
"3","Religious organizations","[8131]","296","295","",,
"3","Grant-making, civic, and professional and similar organizations","[813A]","297","295","",57,
"3","Public administration","[91]","298","1","",,
"3","Federal government public administration","[911]","299","298","",,
"3","Defence services","[9111]","300","299","",,
"3","Federal government public administration (except defence)","[911A]","301","299","",58,
"3","Provincial and territorial public administration","[912]","302","298","",,
"3","Local, municipal, regional and aboriginal public administration","[91A]","303","298","",59,
"3","Local, municipal and regional public administration","[913]","304","303","",,
"3","Aboriginal public administration","[914]","305","303","",,
"3","Aquaculture","[1125]","306","16","",62,
"3","Animal production (except aquaculture)","[112A]","307","16","",61;62,
"3","Public sector","[T018]","308","1","",67,
"3","Other non-metallic mineral mining and quarrying","[21239]","309","33","",,
"3","Engineering and other construction activities","[23X]","310","47","",68,
"3","Resin, synthetic rubber and fibres, and paint manufacturing","[325B]","311","88","",69,
"3","Motor vehicles and parts manufacturing","[336Y]","312","137","",70,
"3","Newspaper, periodical, book and directory publishers","[5111]","313","203","",,
"3","Pay and specialty television, telecommunications and other information services","[51A]","314","202","",71,
"3","Credit intermediation and monetary authorities","[52X]","315","217","",72,
"3","Credit intermediation and related activities","[522]","316","315","",,
"3","Depository credit intermediation","[5221]","317","316","",,
"3","Non-depository credit intermediation and activities related to credit intermediation","[522A]","318","316","",73,
"3","Rental and leasing services (except automotive equipment) and lessors of non-financial intangible assets (except copyrighted works)","[53A]","319","228","",74,
"3","Other administrative and support services","[561B]","320","251","",75,
"3","All industries (except cannabis sector)","[T020]","321","1","",81,
"3","Cannabis sector","[T021]","322","1","",83,
"3","Cannabis sector (licensed)","[T022]","323","322","",103,
"3","Cannabis sector (unlicensed)","[T023]","324","322","",105,
"3","All industries (except unlicensed cannabis sector)","[T024]","325","1","",106,
"3","Crop production (except cannabis)","[111X]","326","13","",88,
"3","Cannabis production","[111C]","327","13","",89,
"3","Cannabis production (licensed)","[111CL]","328","327","",98,
"3","Cannabis production (unlicensed)","[111CU]","329","327","",99,
"3","Crop production (except unlicensed cannabis)","[111Y]","330","12","",90,
"3","Miscellaneous store retailers (except cannabis)","[453A]","331","183","",97;107,
"3","Cannabis stores","[453B]","332","183","",86,
"3","Cannabis stores (licensed)","[453BL]","333","332","",100,
"3","Cannabis stores (unlicensed)","[453BU]","334","332","",101,
"3","Miscellaneous store retailers (except unlicensed cannabis)","[453X]","335","172","",79,
"3","Retail trade (except cannabis)","[4AA]","336","1","",91,
"3","Retail trade (except unlicensed cannabis)","[4AZ]","337","1","",92,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"1303","Gross Domestic Product by Industry - Provincial and Territorial (Annual)"

"Subject Code","Subject Name"
"36","Economic accounts"

"Note ID",Note
1,"For the gross domestic product (GDP) by industry refer to table 36-10-0434-03 (formerly CANSIM 379-0031) for Canada in chained dollars, table 36-10-0401-01 (formerly CANSIM 379-0029) for Canada in current dollars, table 36-10-0400-01 (formerly CANSIM 379-0028) for provinces and territories in percentage share."
2,"For the chained dollars, the aggregates are not equal to the sum of their components."
60,"On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision."
63,"The November 10, 2015 release incorporates comprehensive revisions to the provincial-territorial estimates of gross domestic product by industry for reference years 2007 to 2014. For more information on the source of these changes, consult the <a href="http://www.statcan.gc.ca/pub/13-605-x/2015003/article/14153-eng.htm">Latest Developments in the Canadian Economic Accounts in the system of macroeconomic accounts module</a>."
64,"As part of the 2015 comprehensive revision of the Canadian System of Macroeconomic Accounts (CSMA), the provincial-territorial Gross Domestic Product (GDP) by industry data in chained (2007) dollars for the period 1997 to 2006 have been released on December 15, 2015. The data for the period 1997 to 2006 have been aligned with those published on November 10, 2015 for the period 2007 to 2014. In addition, the chained (2007) dollars for the provincial and territorial GDP for the following three aggregates were revised for the period 2007-2014 vis-à-vis those released on November 10, 2015: information and communication technology-total, information and communication technology-manufacturing, and information and communication technology-services. The growth rates for these three series for the 2008-2014 period were unaffected."
77,"With November 8, 2018 release, current price and chained Fisher Gross Domestic Product (GDP) estimates by industry for the period 1997 to 2006 have been revised to improve the continuity of the GDP by industry time series and to enhance their coherence with expenditure-based GDP."
85,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the <a href="https://www.statcan.gc.ca/eng/subjects/standard/naics/2017/v3/index">North American Industry Classification System (NAICS) Canada 2017 version 3.0</a>."
76,"With November 8, 2018 release, the series from 1997 to 2017 now have as a reference year 2012 instead of 2007."
65,"Contributions to percentage change (CPC) in real gross domestic product (GDP) show how much each industry contributed to the total percent increase or decrease in GDP of a province or territory's economy. These should not be interpreted as proportions of GDP. They are presented directly as a contribution in percentage points of the underlying components to the total economy. For additional information please consult: <a href="http://www23.statcan.gc.ca/imdb-bmdi/document/1303_D10_V1-eng.htm">Contributions to percent change</a>."
93,"Since October 17, 2018, the sale of cannabis for non-medical purposes is legal in Canada. The provincial and territorial gross domestic product (GDP) by industry estimates will begin to take into account this activity and the licensed production of cannabis, as well as the unlicensed production and sale of cannabis, in the release of May 1, 2019 data. For more information, please read the article "<a href="https://www150.statcan.gc.ca/n1/pub/13-605-x/2018001/article/54969-eng.htm">Integrating the production, distribution and consumption of cannabis in the Canadian national economic accounts</a>"."
110,"With the legalization of production and sale of edible cannabis, cannabis extracts and cannabis topicals in Canada on October 17, 2019, beginning in reference year 2019, industry 3122 (Tobacco manufacturing) also includes cannabis product manufacturing."
3,"Aggregate T001 combines the North American Industry Classification System (NAICS) codes 11-91."
4,"Aggregate T002 combines the North American Industry Classification System (NAICS) codes 11-33."
5,"Aggregate T003 combines the North American Industry Classification System (NAICS) codes 41-91."
6,"Aggregate T010 combines the North American Industry Classification System (NAICS) codes 21, 22, 31-33, 562."
7,"Aggregate T011 combines the North American Industry Classification System (NAICS) codes 311-316, 322-326."
8,"Aggregate T012 combines the North American Industry Classification System (NAICS) codes 321, 327-339."
9,"Aggregate T013 combines the North American Industry Classification System (NAICS) code 334, excluding 3345, 4173, 5112, 517, 518, 5415, 8112."
10,"Aggregate T014 combines the North American Industry Classification System (NAICS) code 334, excluding 3345."
11,"Aggregate T015 combines the North American Industry Classification System (NAICS) codes 4173, 5112, 517, 518, 5415, 8112."
12,"Aggregate T016 combines the North American Industry Classification System (NAICS) codes 211, 2121, 21229, 213111, 213118, 2211, 2212, 32411, 486."
13,"Aggregate 11A combines the North American Industry Classification System (NAICS) codes 111, 112."
96,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the <a href="https://www.statcan.gc.ca/eng/subjects/standard/naics/2017/v3/index">North American Industry Classification System (NAICS) Canada 2017 version 3.0</a>. As a result the greenhouse, nursery and floriculture production industry was renamed "Greenhouse, nursery and floriculture production (except cannabis)" and recoded from 1114 to 1114A."
108,"Industry 111A combines the North American Industry Classification System (NAICS) code 111, excluding 1114."
15,"Industry 115A combines the North American Industry Classification System (NAICS) codes 1151, 1152."
94,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the <a href="https://www.statcan.gc.ca/eng/subjects/standard/naics/2017/v3/index">North American Industry Classification System (NAICS) Canada 2017 version 3.0</a>. As a result the conventional oil and gas extraction industry was renamed "Oil and gas extraction (except oil sands)" and recoded from 211113 to 21111."
95,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the <a href="https://www.statcan.gc.ca/eng/subjects/standard/naics/2017/v3/index">North American Industry Classification System (NAICS) Canada 2017 version 3.0</a>. As a result the non conventional oil extraction industry was renamed "Oil sands extraction" and recoded from 211114 to 21114."
16,"Industry 21239A combines the North American Industry Classification System (NAICS) codes 212393, 212394, 212395, 212397, 212398."
17,"Industry 21311A combines the North American Industry Classification System (NAICS) codes 213111, 213118."
18,"Industry 21311B combines the North American Industry Classification System (NAICS) codes 213117, 213119."
19,"Aggregate 221A combines the North American Industry Classification System (NAICS) codes 2212, 2213."
20,"Industries in sector 23 are special hybrids that correspond to sections of the North American Industry Classification System (NAICS) code 23."
21,"Aggregate 311A combines the North American Industry Classification System (NAICS) codes 3112, 3118, 3119."
22,"Industry 3121A combines the North American Industry Classification System (NAICS) codes 31213, 31214."
23,"Industry 31A combines the North American Industry Classification System (NAICS) codes 313, 314."
24,"Industry 31B combines the North American Industry Classification System (NAICS) codes 315, 316."
25,"Industry 3241A combines the North American Industry Classification System (NAICS) code 324, excluding 32411."
26,"Aggregate 325A combines the North American Industry Classification System (NAICS) codes 3255, 3256, 3259."
27,"Industry 327A combines the North American Industry Classification System (NAICS) code 327, excluding 3273."
28,"Industry 332A combines the North American Industry Classification System (NAICS) codes 3322, 3329."
29,"Aggregate 333A combines the North American Industry Classification System (NAICS) codes 3332, 3333."
30,"Industry 334A combines the North American Industry Classification System (NAICS) codes 3343, 3345, 3346."
31,"Aggregate 48Z combines the North American Industry Classification System (NAICS) codes 485, 487."
32,"Industry 48A combines the North American Industry Classification System (NAICS) codes 4852, 4854, 4855, 4859, 487."
33,"Industry 486A combines the North American Industry Classification System (NAICS) codes 4861, 4869."
